Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI,ind_ggplot_depend_import_suggest,ind_gg,ind_ggplot_in_description,ind_extension_in_description,ext_score
ggplot2.utils,0.3.2,NA,"ggplot2 (>= 3.3.0), R (>= 3.6)","checkmate, EnvStats, ggpp, ggstats, survival",NA,"dplyr, lifecycle, testthat (>= 3.0.0), tibble, vdiffr",NA,Apache License 2.0,NA,NA,NA,NA,e2a86e392c9fd176f22f47253dc171a6,no,NA,"Daniel Sabanés Bové [aut, cre],
  Samer Mouksassi [aut] (wrote original Kaplan-Meier code),
  Michael Sachs [aut] (wrote original Kaplan-Meier code),
  F. Hoffmann-La Roche AG [cph, fnd]","c(
    person(""Daniel"", ""Sabanés Bové"", , ""daniel.sabanes_bove@rconis.com"", role = c(""aut"", ""cre"")),
    person(""Samer"", ""Mouksassi"", role = ""aut"",
           comment = ""wrote original Kaplan-Meier code""),
    person(""Michael"", ""Sachs"", role = ""aut"",
           comment = ""wrote original Kaplan-Meier code""),
    person(""F. Hoffmann-La Roche AG"", role = c(""cph"", ""fnd""))
  )",NA,https://github.com/insightsengineering/ggplot2.utils/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'geom_km.R' 'geom_km_ticks.R' 'geom_table.R' 'ggproto.R'
'package.R' 'stat_km_compute.R' 'stat_km.R' 'stat_km_ticks.R'
'stat_n_text.R' 'stat_prop.R' 'table_themes.R' 'ttheme_set.R'",NA,NA,NA,NA,2024-06-25,2024-06-25 21:10:02 UTC,"Selected utilities, in particular 'geoms' and 'stats'
    functions, extending the 'ggplot2' package. This package imports
    functions from 'EnvStats' <doi:10.1007/978-1-4614-8456-1> by Millard
    (2013), 'ggpp' <https://CRAN.R-project.org/package=ggpp> by Aphalo et
    al. (2023) and 'ggstats' <doi:10.5281/zenodo.10183964> by Larmarange
    (2023), and then exports them. This package also contains modified
    code from 'ggquickeda' <https://CRAN.R-project.org/package=ggquickeda>
    by Mouksassi et al. (2023) for Kaplan-Meier lines and ticks additions
    to plots.  All functions are tested to make sure that they work
    reliably.",UTF-8,NA,en-US,NA,NA,NA,NA,Daniel Sabanés Bové <daniel.sabanes_bove@rconis.com>,NA,2024-06-25 20:16:04 UTC; sabanesd,NA,NA,NA,NA,Selected Utilities Extending 'ggplot2',Package,https://insightsengineering.github.io/ggplot2.utils/,NA,NA,NA,NA,NA,2024-06-25,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggplot2.utils,TRUE,TRUE,TRUE,FALSE,2
ggplot2movies,0.0.1,NA,R (>= 2.10.0),NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,cdb07bdf83c680ac2c2c4c6d867a08d3,no,NA,"Hadley Wickham [aut, cre],
  RStudio [cph]","c(
    person(""Hadley"", ""Wickham"", , ""hadley@rstudio.com"", role = c(""aut"", ""cre"")),
    person(""RStudio"", role = ""cph"")
  )",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-25 16:05:24,"A dataset about movies. This was previously contained in ggplot2,
   but has been moved its own package to reduce the download size of ggplot2.",NA,NA,NA,true,NA,NA,NA,Hadley Wickham <hadley@rstudio.com>,NA,2015-08-25 13:37:51 UTC; hadley,NA,NA,NA,NA,Movies Data,NA,NA,NA,NA,NA,NA,NA,2015-08-25,NA,NA,NA,"animint2, ComplexUpset, ggformula, ggmulti, ggplot2, ggridges, loon.ggplot, plotluck",NA,NA,10.32614/CRAN.package.ggplot2movies,TRUE,TRUE,TRUE,FALSE,2
ggplotAssist,0.1.3,NA,R (>= 2.10),"shiny (>= 0.13), miniUI (>= 0.1.1), rstudioapi (>= 0.5),
shinyWidgets, shinyAce, stringr, tidyverse, ggplot2, dplyr,
magrittr, tibble, scales, ggthemes, gcookbook, moonBook,
editData",NA,"knitr, rmarkdown, markdown",NA,GPL-3,NA,NA,NA,NA,e1d16e3272ab114c5bc86057bf78c670,no,NA,"Keon-Woong Moon [aut, cre]","person(""Keon-Woong"", ""Moon"", email = ""cardiomoon@gmail.com"",
    role = c(""aut"", ""cre""))",NA,https://github.com/cardiomoon/ggplotAssist/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-12 12:24:46 UTC,"An 'RStudio' addin for teaching and learning making plot using the 'ggplot2' package.
    You can learn each steps of making plot by clicking your mouse without coding.
    You can get resultant code for the plot.",UTF-8,NA,NA,true,NA,NA,NA,Keon-Woong Moon <cardiomoon@gmail.com>,NA,2017-11-12 12:16:17 UTC; cardiomoon,NA,NA,NA,NA,'RStudio' Addin for Teaching and Learning 'ggplot2',Package,https://github.com/cardiomoon/ggplotAssist,NA,knitr,NA,NA,NA,2017-11-12,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggplotAssist,TRUE,TRUE,TRUE,FALSE,2
ggplotgui,1.0.0,NA,R (>= 3.3.2),"plotly, shiny, ggplot2, stringr, readr, haven, readxl,
RColorBrewer",NA,NA,NA,GPL-3,NA,NA,NA,NA,3c7327190dad1cdf222ae4684c22f237,no,NA,"Gert Stulp [aut, cre]","person(""Gert"", ""Stulp"", email = ""g.stulp@rug.nl"", role = c(""aut"", ""cre""))",NA,https://github.com/gertstulp/ggplotgui/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07-08 03:25:44 UTC,Easily explore data by creating ggplots through a (shiny-)GUI. R-code to recreate graph provided.   ,UTF-8,NA,NA,true,NA,NA,NA,Gert Stulp <g.stulp@rug.nl>,NA,2017-07-07 16:24:50 UTC; gert,NA,NA,NA,NA,Create Ggplots via a Graphical User Interface,NA,https://github.com/gertstulp/ggplotgui/,NA,NA,NA,NA,NA,2017-07-08,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggplotgui,TRUE,TRUE,TRUE,FALSE,2
ggplotify,0.1.2,NA,R (>= 3.4.0),"ggplot2, graphics, grDevices, grid, gridGraphics, yulab.utils",NA,"aplot, colorspace, cowplot, ggimage, knitr, rmarkdown,
lattice, prettydoc, vcd, utils",NA,Artistic-2.0,NA,NA,NA,NA,3bd4a51a0406a4b44f456aa75a8093df,no,NA,"Guangchuang Yu [aut, cre] (<https://orcid.org/0000-0002-6485-8781>)","c(person(""Guangchuang"", ""Yu"", email = ""guangchuangyu@gmail.com"", role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0002-6485-8781"")))",NA,https://github.com/GuangchuangYu/ggplotify/issues,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-09 22:50:05 UTC,"Convert plot function call (using expression or formula) to 'grob' or 'ggplot' object that compatible to the 'grid' and 'ggplot2' ecosystem. With this package, we are able to e.g. using 'cowplot' to align plots produced by 'base' graphics, 'ComplexHeatmap', 'eulerr', 'grid', 'lattice', 'magick', 'pheatmap', 'vcd' etc. by converting them to 'ggplot' objects.",UTF-8,NA,NA,NA,NA,NA,NA,Guangchuang Yu <guangchuangyu@gmail.com>,NA,2023-08-08 15:24:01 UTC; HUAWEI,NA,NA,NA,NA,Convert Plot to 'grob' or 'ggplot' Object,NA,https://github.com/GuangchuangYu/ggplotify,NA,knitr,NA,NA,NA,2023-08-09,NA,"aplot, baggr, BasketballAnalyzeR, broadSeq, clickableImageMap, cmcR, eoffice, foqat, FuseSOM, GABB, GenAI, GenomicPlot, ggbreak, ggimage, ggreveal, granulator, interflex, LipidomicsR, MOSClip, MultiRNAflow, plotgardener, RevGadgets, RplotterPkg, SeaVal, seqsetvis, singleCellTK, spatialHeatmap, VALERIE, wikiprofiler",NA,"BindingSiteFinder, ChIPseeker, CleanUpRNAseq, dce, enrichplot, genekitr, ggfun, ggtree, NeuralEstimators, OlinkAnalyze, PCAtools, plotbb, protGear, SCpubr, sigminer, SpaDES.core, sugarglider, tinyarray",NA,NA,10.32614/CRAN.package.ggplotify,TRUE,TRUE,TRUE,FALSE,2
ggplotlyExtra,0.0.1,NA,R (>= 3.5.0),"ggplot2, plotly, rlang",NA,NA,NA,GPL-3,NA,NA,NA,NA,ee2a8f7ec04dd20436aa9b89a8c8f9f0,no,NA,Omar I. Elashkar <omar.ibrahim@miuegypt.edu.eg>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-02 16:20:06 UTC,Convenience functions for smooth conversion from 'ggplot' to 'plotly' where the conversion using ggplotly() usually gives an unexpected labels. The package ease the process of making a 'plotly' figures generated from 'ggplot2' object more aesthetic in terms of labels and customizability. ,UTF-8,NA,NA,true,NA,NA,NA,Omar I. Elashkar <omar.ibrahim@miuegypt.edu.eg>,NA,2019-11-29 11:00:41 UTC; xxxmar,NA,NA,NA,NA,Extra Convenience Functions for 'Plotly',NA,NA,NA,NA,NA,NA,NA,2019-12-02,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggplotlyExtra,TRUE,TRUE,TRUE,FALSE,2
ggpmisc,0.6.1,NA,"R (>= 4.0.0), ggpp (>= 0.5.8)","grid, stats, ggplot2 (>= 3.5.0), scales (>= 1.3.0), rlang (>=
1.1.3), generics (>= 0.1.3), MASS (>= 7.3-60.0.1), confintr (>=
1.0.2), polynom (>= 1.4-1), quantreg (>= 5.97), lmodel2 (>=
1.7-3), splus2R (>= 1.3-5), multcomp (>= 1.4-25), multcompView
(>= 0.1-10), tibble (>= 3.2.1), plyr (>= 1.8.9), dplyr (>=
1.1.4), lubridate (>= 1.9.3)",NA,"knitr (>= 1.45), rmarkdown (>= 2.25), ggrepel (>= 0.9.5),
broom (>= 1.0.3), broom.mixed (>= 0.2.9.5), nlme (>= 3.1-160),
gginnards (>= 0.1.0-1), ggtext (>= 0.1.2), testthat, vdiffr",NA,GPL (>= 2),NA,NA,NA,NA,1535dc89bf7c6a72d7f01cad1823ccd4,no,NA,"Pedro J. Aphalo [aut, cre] (<https://orcid.org/0000-0003-3385-972X>),
  Kamil Slowikowski [ctb] (<https://orcid.org/0000-0002-2843-6370>),
  Samer Mouksassi [ctb] (<https://orcid.org/0000-0002-7152-6654>)","
    c(
    person(""Pedro J."", ""Aphalo"", email = ""pedro.aphalo@helsinki.fi"", role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0003-3385-972X"")),
    person(""Kamil"", ""Slowikowski"", role = ""ctb"", comment = c(ORCID = ""0000-0002-2843-6370"")),
    person(""Samer"", ""Mouksassi"", email = ""samermouksassi@gmail.com"", role = ""ctb"", comment = c(ORCID = ""0000-0002-7152-6654""))
    )",NA,https://github.com/aphalo/ggpmisc/issues,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-13,2024-11-14 09:00:01 UTC,"Extensions to 'ggplot2' respecting the grammar of graphics
    paradigm. Statistics: locate and tag peaks and valleys; label plot with the
    equation of a fitted polynomial or other types of models; labels
    with P-value, R^2 or adjusted R^2 or information criteria for fitted models;
    label with ANOVA table for fitted models; label with summary for fitted
    models. Model fit classes for which suitable methods are provided by package
    'broom' and 'broom.mixed' are supported. Scales and stats to build volcano
    and quadrant plots based on outcomes, fold changes, p-values and false 
    discovery rates.",UTF-8,NA,NA,NA,NA,TRUE,NA,Pedro J. Aphalo <pedro.aphalo@helsinki.fi>,NA,2024-11-13 23:12:08 UTC; aphalo,NA,NA,NA,NA,Miscellaneous Extensions to 'ggplot2',Package,"https://docs.r4photobiology.info/ggpmisc/,
https://github.com/aphalo/ggpmisc",NA,knitr,NA,NA,NA,2024-11-14,NA,"CEMiTool, CRMetrics, explainer, forestmangr, ggquickeda, hydroroute, methylclock, neutralitytestr, qPCRtools, RQdeltaCT, shinyTempSignal, simET, teal.modules.general, visa",NA,"chem16S, coveffectsplot, MetaNet, pcutils, rTwig",NA,NA,10.32614/CRAN.package.ggpmisc,TRUE,TRUE,TRUE,FALSE,2
ggPMX,1.2.11,NA,R (>= 3.5),"data.table, yaml, R6, gtable, ggplot2 (>= 3.4.0), ggforce,
magrittr, stringr, assertthat, GGally, zoo, knitr, rmarkdown,
tidyr, dplyr, purrr, readr, rlang, checkmate, scales",NA,"testthat, xtable, vdiffr, rxode2, nlmixr2, nlmixr2data,
lixoftConnectors, xgxr, withr, lifecycle",NA,GPL-2,NA,NA,NA,NA,25b4316af4e13d774838b6019c51007d,no,NA,"Amine Gassem [aut],
  Bruno Bieth [aut],
  Irina Baltcheva [aut],
  Thomas Dumortier [aut],
  Christian Bartels [aut],
  Souvik Bhattacharya [aut],
  Inga Ludwig [aut],
  Ines Paule [aut],
  Didier Renard [aut],
  Matthew Fidler [aut, cre] (<https://orcid.org/0000-0001-8538-6691>),
  Seid Hamzic [aut],
  Benjamin Guiastrennec [ctb],
  Kyle T Baron [ctb] (<https://orcid.org/0000-0001-7252-5656>),
  Qing Xi Ooi [ctb],
  Novartis Pharma AG [cph]","c(
              person(""Amine"", ""Gassem"", email=""contact@ag-study.com"", role=c(""aut"")),
              person(""Bruno"", ""Bieth"", email=""biethb@hotmail.com"", role=""aut""),
              person(""Irina"", ""Baltcheva"", email=""irina.baltcheva@gmail.com"", role=""aut""),
              person(""Thomas"", ""Dumortier"", email="" thomas.dumortier@novartis.com"", role=""aut""),
              person(""Christian"", ""Bartels"", email=""christian.bartels@novartis.com"", role=""aut""),
              person(""Souvik"", ""Bhattacharya"", email=""souvik.bhattacharya@novartis.com"", role=""aut""),
              person(""Inga"", ""Ludwig"", email=""inga.ludwig@novartis.com"", role=""aut""),
              person(""Ines"", ""Paule"", email=""ines.paule@novartis.com"", role=""aut""),
              person(""Didier"", ""Renard"", email=""didier.renard@novartis.com"", role=""aut""),
	      person(""Matthew"",""Fidler"", role = c(""aut"", ""cre""), email = ""matt.fidler@novartis.com"", comment=c(ORCID=""0000-0001-8538-6691"")),
	      person(""Seid"", ""Hamzic"", email = ""se.hamzic@gmail.com"",role =""aut""),
              person(""Benjamin"", ""Guiastrennec"", email = ""guiastrennec@gmail.com"",role =""ctb""),
              person(""Kyle T"", ""Baron"", email = ""kyleb@metrumrg.com"",role =""ctb"", comment = c(ORCID = ""0000-0001-7252-5656"")),
              person(""Qing Xi"", ""Ooi"", email=""ooi.qingxi@gmail.com"", role=""ctb""),
              person(""Novartis Pharma AG"", role = c(""cph""))
            )",NA,https://github.com/ggPMXdevelopment/ggPMX/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-30 16:10:06 UTC,"At Novartis, we aimed at standardizing the set of diagnostic plots used for modeling
  activities in order to reduce the overall effort required for generating such plots.
  For this, we developed a guidance that proposes an adequate set of diagnostics and a toolbox,
  called 'ggPMX' to execute them. 'ggPMX' is a toolbox that can generate all diagnostic plots at a quality sufficient
  for publication and submissions using few lines of code. This package focuses on plots recommended by ISoP
  <doi:10.1002/psp4.12161>. While not required, you can get/install the 'R' 'lixoftConnectors'
    package in the 'Monolix' installation, as described at the following url
    <https://monolix.lixoft.com/monolix-api/lixoftconnectors_installation/>.
    When 'lixoftConnectors' is available, 'R' can use 'Monolix' directly to create the required
    Chart Data instead of exporting it from the 'Monolix' gui.",UTF-8,NA,NA,NA,NA,NA,NA,Matthew Fidler <matt.fidler@novartis.com>,NA,2023-11-30 14:42:42 UTC; matt,NA,NA,NA,NA,"'ggplot2' Based Tool to Facilitate Diagnostic Plots for NLME
Models",NA,https://github.com/ggPMXdevelopment/ggPMX,NA,knitr,NA,NA,NA,2023-11-30,NA,NA,NA,nlmixr2rpt,NA,NA,10.32614/CRAN.package.ggPMX,TRUE,TRUE,FALSE,FALSE,1
ggpointdensity,0.1.0,NA,R (>= 3.2),ggplot2,NA,"viridis, dplyr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,dbcd919d5bb59f03bb68eed1370aa5c9,yes,NA,"Lukas P. M. Kremer [aut, cre] (<https://orcid.org/0000-0003-3170-6295>),
  Simon Anders [ctb] (<https://orcid.org/0000-0003-4868-1805>)","c(person(""Lukas P. M."", ""Kremer"", email = ""L-Kremer@web.de"", role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0003-3170-6295"")),
    person(""Simon"", ""Anders"", role = ""ctb"", comment = c(ORCID = ""0000-0003-4868-1805"")))",NA,https://github.com/LKremer/ggpointdensity/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-28 14:30:02 UTC,"A cross between a 2D density plot and a scatter plot,
    implemented as a 'ggplot2' geom. Points in the scatter plot are 
    colored by the number of neighboring points. This is useful to
    visualize the 2D-distribution of points in case of overplotting.",UTF-8,NA,NA,true,NA,NA,NA,Lukas P. M. Kremer <L-Kremer@web.de>,NA,2019-08-28 13:02:49 UTC; lukas,NA,NA,NA,NA,A Cross Between a 2D Density Plot and a Scatter Plot,Package,https://github.com/LKremer/ggpointdensity,NA,NA,NA,NA,NA,2019-08-28,NA,"escape, RNAseqQC, SingleMoleculeFootprinting",NA,"BindingSiteFinder, FlowSOM, inferCSN",NA,NA,10.32614/CRAN.package.ggpointdensity,TRUE,TRUE,TRUE,FALSE,2
ggpointless,0.1.0,NA,"ggplot2 (>= 3.4.0), R (>= 3.3)","lifecycle, rlang",NA,"knitr, covr, testthat (>= 3.0.0), rmarkdown, ragg, scales,
ggtext, ggrepel, vdiffr (>= 1.0.0), spelling",NA,MIT + file LICENSE,NA,NA,NA,NA,cdac964efb92300231c6b5e949dcbd6b,no,NA,"Markus Döring [aut, cre, cph]","
    person(
     given = ""Markus"",
     family = ""Döring"",
     email = ""m4rkus.doering@gmail.com"",
     role = c(""aut"", ""cre"", ""cph""))",NA,https://github.com/flrd/ggpointless/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'aaa.R' 'data.R' 'geom-catenary.R' 'geom-chaikin.R'
'legend-draw.R' 'geom-lexis.R' 'geom-pointless.R'
'ggpointless-package.R' 'stat-catenary.R' 'stat-lexis.R'
'stat-pointless.R' 'stat_chaikin.R' 'utils.R'",NA,NA,NA,NA,NA,2024-02-09 00:30:15 UTC,"An (aspirational) collection of additional geometries and 
    statistics for 'ggplot2'. ",UTF-8,NA,en-US,true,NA,NA,NA,Markus Döring <m4rkus.doering@gmail.com>,NA,2024-02-08 15:54:38 UTC; markusdoring,NA,NA,NA,NA,Additional Geometries and Stats for 'ggplot2',NA,"https://flrd.github.io/ggpointless/,
https://github.com/flrd/ggpointless",NA,knitr,NA,NA,NA,2024-02-09,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggpointless,TRUE,TRUE,TRUE,FALSE,2
ggpol,0.0.7,NA,"ggplot2 (>= 3.3.0), R (>= 3.4.0)","grid, gtable, grDevices, plyr, rlang, dplyr, tibble, glue",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,307725f5c76c8f3c7964a318684a31d3,no,NA,"Frederik Tiedemann [aut, cre]","person(""Frederik"", ""Tiedemann"", email = ""fj.tiedemann@googlemail.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'facet_share.R' 'utilities.R' 'geom_arcbar.R' 'geom_bartext.R'
'geom_boxjitter.R' 'geom_circle.R' 'geom_confmat.R'
'geom_parliament.R' 'geom_tshighlight.R' 'ggproto-classes.R'
'stat-arcbar.R' 'stat-boxjitter.R' 'stat-circle.R'
'stat-confmat.R' 'stat-parliament.R'",NA,NA,NA,NA,NA,2020-11-08 13:40:02 UTC,A 'ggplot2' extension for implementing parliament charts and several other useful visualizations. ,UTF-8,NA,NA,true,NA,NA,NA,Frederik Tiedemann <fj.tiedemann@googlemail.com>,NA,2020-11-08 13:24:59 UTC; fjtie,NA,NA,NA,NA,Visualizing Social Science Data with 'ggplot2',NA,https://github.com/erocoar/ggpol,NA,NA,NA,NA,NA,2020-11-08,NA,turkeyelections,NA,afex,NA,NA,10.32614/CRAN.package.ggpol,TRUE,TRUE,TRUE,TRUE,3
ggpolar,0.2.2,NA,ggplot2,rlang,NA,"ezcox, ggnewscale, knitr, rmarkdown, survival, cli",NA,GPL (>= 3),NA,NA,NA,NA,9e8d2c95b8d7788b58e3c93d94539dc5,no,NA,"Shixiang Wang [aut, cre] (<https://orcid.org/0000-0001-9855-7357>)","
    person(""Shixiang"", ""Wang"", , ""w_shixiang@163.com"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0001-9855-7357""))",NA,https://github.com/ShixiangWang/polar/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-10 10:50:02 UTC,"Provides basic graphing functions to fully demonstrate
    point-to-point connections in a polar coordinate space.",UTF-8,NA,NA,NA,NA,NA,NA,Shixiang Wang <w_shixiang@163.com>,NA,2022-10-10 10:40:16 UTC; Administrator,NA,NA,NA,NA,Dots and Their Connections in Polar Coordinate System,Package,https://github.com/ShixiangWang/polar,NA,knitr,NA,NA,NA,2022-10-10,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggpolar,TRUE,TRUE,FALSE,FALSE,1
ggpolypath,0.3.0,NA,"R (>= 3.1), ggplot2 (>= 2.1.0)",NA,NA,"rmarkdown, knitr",NA,GPL-3,NA,NA,NA,NA,42b10bc86671071262cac118a2314e31,no,NA,"Michael D. Sumner [aut, cre],
  Kohske Takahashi [ctb] (original author of 'geom_holygon')","c(person(""Michael D."",""Sumner"",
    role = c(""aut"", ""cre""), email = ""mdsumner@gmail.com""),
    person(given = ""Kohske"", family = ""Takahashi"",
       email = ""takahashi.kohske@gmail.com"",
       role = ""ctb"", comment = ""original author of 'geom_holygon'""))",NA,https://github.com/mdsumner/ggpolypath/issues/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25 05:20:02 UTC,"Tools for working with polygons with holes in 'ggplot2', with a
    new 'geom' for drawing a 'polypath' applying the 'evenodd' or 'winding'
    rules.",UTF-8,NA,NA,yes,NA,NA,NA,Michael D. Sumner <mdsumner@gmail.com>,NA,2023-09-25 00:36:59 UTC; mdsumner,NA,NA,NA,NA,Polygons with Holes for the Grammar of Graphics,Package,"https://mdsumner.github.io/ggpolypath/,
http://rpubs.com/kohske/3522/",NA,knitr,NA,NA,NA,2023-09-25,NA,RSDA,NA,venn,NA,NA,10.32614/CRAN.package.ggpolypath,TRUE,TRUE,TRUE,FALSE,2
ggpp,0.5.8-1,NA,"R (>= 4.0.0), ggplot2 (>= 3.5.0)","stats, grid, grDevices, rlang (>= 1.0.6), vctrs (>= 0.6.0),
magrittr (>= 2.0.1), glue (>= 1.6.0), gridExtra (>= 2.3),
scales (>= 1.2.0), tibble (>= 3.1.8), dplyr (>= 1.1.0), xts (>=
0.13.0), zoo (>= 1.8-11), MASS (>= 7.3-58), polynom (>= 1.4-0),
lubridate (>= 1.9.0), stringr (>= 1.4.0)",NA,"knitr (>= 1.40), rmarkdown (>= 2.20), ggrepel (>= 0.9.2),
gginnards(>= 0.1.1), magick (>= 2.7.3), testthat (>= 3.1.5),
vdiffr (>= 1.0.5)",NA,GPL (>= 2),NA,NA,NA,NA,e23dca820ce29c460ab9b5371330c0f6,no,NA,"Pedro J. Aphalo [aut, cre] (<https://orcid.org/0000-0003-3385-972X>),
  Kamil Slowikowski [ctb] (<https://orcid.org/0000-0002-2843-6370>),
  Michał Krassowski [ctb] (<https://orcid.org/0000-0002-9638-7785>),
  Daniel Sabanés Bové [ctb],
  Stella Banjo [ctb]","
    c(
    person(""Pedro J."", ""Aphalo"", email = ""pedro.aphalo@helsinki.fi"", role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0003-3385-972X"")),
    person(""Kamil"", ""Slowikowski"", role = ""ctb"", comment = c(ORCID = ""0000-0002-2843-6370"")),
    person(""Michał"", ""Krassowski"", role = ""ctb"", comment = c(ORCID = ""0000-0002-9638-7785"")),
    person(""Daniel"", ""Sabanés Bové"", role = ""ctb""),
    person(""Stella"", ""Banjo"", role = ""ctb"")
    )",NA,https://github.com/aphalo/ggpp/issues,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"'annotate.r' 'compute-npc.r' 'dark-or-light.R'
'example-data.R' 'geom-grob.R' 'ggpp-legend-draw.R'
'utilities.R' 'ggp2-margins.R' 'geom-label-linked.r'
'geom-label-npc.r' 'geom-label-pairwise.r'
'geom-margin-arrow.r' 'geom-margin-grob.r'
'geom-margin-point.r' 'geom-plot.R' 'geom-point-linked.r'
'geom-quadrant-lines.R' 'geom-table.R' 'geom-text-linked.r'
'geom-text-npc.r' 'geom-text-pairwise.R' 'ggpp.R'
'position-nudge-center.R' 'position-nudge-dodge.R'
'position-nudge-dodge2.R' 'position-nudge-jitter.R'
'position-nudge-line.R' 'position-nudge-stack.R'
'position-nudge-to.R' 'scale-continuous-npc.r' 'stat-apply.R'
'stat-dens1d-filter.r' 'stat-dens1d-labels.r'
'stat-dens2d-filter.r' 'stat-dens2d-labels.r'
'stat-format-table.R' 'stat-functions.R' 'stat-panel-counts.R'
'stat-quadrant-counts.R' 'try-data-frame.R' 'weather-data.R'
'wrap-labels.R'",NA,NA,NA,NA,2024-06-30,2024-07-01 07:40:02 UTC,"Extensions to 'ggplot2' respecting the grammar of graphics 
    paradigm. Geometries: geom_table(), geom_plot() and geom_grob() add insets to 
    plots using native data coordinates, while geom_table_npc(), geom_plot_npc()
    and geom_grob_npc() do the same using ""npc"" coordinates through new 
    aesthetics ""npcx"" and ""npcy"". Statistics: select observations based on 2D 
    density. Positions: radial nudging away from a center point and nudging away
    from a line or curve; combined stacking and nudging; combined dodging and
    nudging.",UTF-8,NA,NA,TRUE,NA,TRUE,NA,Pedro J. Aphalo <pedro.aphalo@helsinki.fi>,NA,2024-06-30 21:25:57 UTC; aphalo,NA,NA,NA,NA,Grammar Extensions to 'ggplot2',Package,"https://docs.r4photobiology.info/ggpp/,
https://github.com/aphalo/ggpp",NA,knitr,NA,NA,NA,2024-07-01,ggpmisc,"carbonr, crosshap, ggplot2.utils, ggrain, GseaVis, metrica, RevGadgets, soiltestcorr, teal.modules.general, vecmatch",NA,"adjustedCurves, ggrepel, MicrobiotaProcess",NA,NA,10.32614/CRAN.package.ggpp,TRUE,TRUE,TRUE,FALSE,2
